No.,Time,Source,Destination,Protocol,Length,Info,TTL,Flags,DSCP,LEN
130,7.161184833,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=34013 Win=89856 Len=0 TSval=1495228098 TSecr=4109514029,64,0x2,0x00,52
131,7.17234875,159.124.21.96,192.168.1.93,TLSv1.3,1514,Continuation Data,45,0x2,0x00,1500
132,7.172382376,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=35461 Win=91136 Len=0 TSval=1495228110 TSecr=4109514039,64,0x2,0x00,52
133,7.211548118,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
134,7.211548463,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
135,7.211601357,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=38357 Win=97024 Len=0 TSval=1495228149 TSecr=4109514073,64,0x2,0x00,52
136,7.211751854,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=41253 Win=102784 Len=0 TSval=1495228149 TSecr=4109514076,64,0x2,0x00,52
137,7.217323775,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
138,7.217349098,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=44149 Win=108544 Len=0 TSval=1495228154 TSecr=4109514082,64,0x2,0x00,52
139,7.219870595,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
140,7.219895744,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=47045 Win=114304 Len=0 TSval=1495228157 TSecr=4109514089,64,0x2,0x00,52
141,7.227400816,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
142,7.227429453,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=49941 Win=120192 Len=0 TSval=1495228165 TSecr=4109514095,64,0x2,0x00,52
143,7.232164124,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
